"IDNUM","CDEXE","OTEXE","OTE64F","OTEFDD","OTEFDA","EXTR2","NREG","ZDEFA","ZENVI","FOAGR","FOGEN","TRA05","SEXEP","EFF10","UTANS","UTARG","UTASA","UTATO","UGBBO","UGBCA","UGBHE","UGBOV","UGBPO","UGBTO","SAFVD","SAFER","SAUTI","SUTOT","SFPTO","CHAFF","PRODV","PRODH","PRODT","PRODA","ACHAN","PRODP","PROEX","PBRTCOU","PBRTO","PBRTEXC","PITOT","PROBR","VAFER","VAPBR","EBEXP","RESEX","RESFI","RESCO","RESCP","RESE3","TAIM5","TCIR5","TCAP3","TDTE3","CHRAM","CHRSE","CHRPH","CHRAC","CHRAG","CHRPV","CHRCA","ELECTQUA","ENTBT","ENTMT","LFERM","LMATE","ASSRE","ASSAU","TVANR","TXPRO","TAXES","AIMTX","FPERS","CHSOC","CFINL","CAGR4"
49453,8,47,4700,4700,4700,"32.658376285147",53,1,0,2,2,8,1,1,"2","2.27","0.27","2.27",32,0,32,0,1,32,7,7,12,12,10,"166338","17701","0","-861","89240","5770","78260","184896","204573.63","224929.63","20356","9160","213733.63","59181","53803","61888.63","20878.63","-1793","19085.63","20356","39441.63","324157.1","237266","446902.1","114521","3636","6840","6435","20225","0","6649","10486","49589","2096","9599","5378","601","0","4160",0,"917","181","1022","7547","1001","1608","218"
49454,7,39,3610,3900,3900,"47.5125215551266",53,1,0,3,3,9,1,0,"1","1","0","1",0,0,0,0,0,0,2,10,11,11,8,"52235","51584","0","0","0","0","0","52235","79955","79955","0","0","79955","22657","13898","41042","29383","115","29498","0","29498","68914","82228","83071","68071","1511","982","202","0","0","0","2390","2456","1449","8200","8759","345","0","2815",0,"119","0","197","0","0","17","118"
49455,10,28,2811,2800,2829,"20.5575388954959",53,1,0,3,3,8,1,4,"1","9","28","29",0,0,0,0,0,0,1,0,1,2,0,"1212601","0","1212601","0","0","0","0","1212601","1359949","1366917","6968","0","1359949","471558","471558","-32828","-122852","-7788","-130640","6968","-123672","541175","351738","349676","545050","0","76581","13456","0","0","0","1798","298008","0","49601","0","10811","0","25563",0,"0","1347","4842","557591","85953","7664","937"
49456,6,46,4600,4600,4600,"87.5535643315774",53,1,0,2,2,8,1,0,"1","1","0","1",11,0,11,0,0,11,0,13,13,13,13,"19279","-334","0","0","21644","0","0","21310","54031","54031","0","0","54031","11","-9813","22382","14127","-16","14111","0","14111","93432","54316","138486","11207","0","0","0","2647","0","74","753","1540","0","3051","9824","0","0","2679",0,"88","0","438","0","0","0","16"
49457,7,28,2821,2800,2829,"43.5935461302706",53,1,0,3,3,5,1,0,"1","1","0.37","1.38",0,0,0,0,0,0,0,3,3,3,2,"33089","0","31440","0","0","0","0","33089","36635.39","36635.39","0","0","36635.39","18914","16746","9578.39","2594.39","-95","2499.39","0","2499.39","18969","35437","24901","29505","0","4708","815","0","0","0","586","0","0","193","2168","0","0","1193",0,"0","0","598","8015","2101","95","0"
49458,9,50,5130,5100,5074,"39.8535274475736",53,1,0,2,2,8,1,0,"1","1","0","1",0,0,0,0,47,47,1,6,6,6,2,"503872","8731","0","891","493489","18121","0","503111","509971","513304","3333","17324","527295","168404","164583","169551","130445","-12049","118396","3333","121729","362304","214258","210260","366302","0","3513","2787","243009","0","16617","713","102645","1561","1356","3821","0","0","8105",0,"604","54","1182","0","0","11881","218"
49459,7,39,3610,3900,3900,"47.5125215551266",53,1,0,4,3,7,2,0,"1","1","0","1",0,0,0,0,0,0,3,0,3,3,0,"24821","12088","0","15713","0","0","0","28109","35688.62","36867.62","1179","0","35688.62","8355","8355","15252.62","3312.62","-2090","1222.62","1179","2401.62","130389.79","38647","45948.79","123088","0","0","0","0","0","0","0","0","217","1308","0","0","0","1586",0,"138","237","305","0","0","2070","20"
49460,10,74,7410,5374,5074,"43.1183175179627",53,1,0,4,4,8,1,0,"2","2","0.09","2.1",22,0,22,0,39,46,1,15,15,15,12,"737061","9354","0","550","474410","17476","245731","730045","758043","770481","12438","7243","765286","241413","223240","243780","152060","-17476","134584","12434","147018","799397","260023","402482","668780","2952","8611","7194","279796","3836","28654","12535","152459","5575","21157","18173","327","0","11803",0,"1148","334","3479","1710","195","16802","1265"
49461,10,50,5130,5100,5074,"23.8378357131179",53,1,0,2,2,6,1,1,"2","2.86","0.86","2.86",0,0,0,0,50,50,0,18,18,18,4,"808718","5060","0","8549","805572","30628","0","819181","852338","859882","7544","113342","965680","347349","329595","332624","203170","-20663","182507","7544","190051","411450","394129","39203","768123","5875","18164","15632","238754","0","40170","9889","178495","2209","14618","17754","758","0","14552",0,"929","0","1450","23533","3574","15063","6234"
49462,7,15,1510,1500,1516,"138.290024461045",53,1,0,3,3,4,1,0,"1","1","0","1",2,0,2,0,0,2,1,11,11,11,2,"83337","69321","0","4099","3940","8220","0","77360","94075.39","94075.39","0","300","94375.39","25033","24803","40501.39","27232.39","-6","27226.39","0","27226.39","65914","116645","152329","30230","2158","9246","10864","17","1646","29","3706","3890","0","3027","230","0","0","1612",0,"407","0","337","0","0","0","279"
49463,8,50,5220,5200,5074,"97.5907787072114",53,1,0,2,2,9,2,0,"1.2","1.2","0","1.2",0,0,0,0,0,40,2,0,2,2,2,"66309","0","0","0","66309","0","0","66309","67692","70422","2730","0","67692","34122","34122","35230","12539","-6685","5854","2730","8584","112970","21849","-8622","143441","0","0","0","0","0","0","0","6500","2052","0","0","0","0","4626",0,"0","74","201","0","0","6628","57"
49464,10,28,2811,2800,2829,"20.5575388954959",53,1,0,2,2,9,1,1,"1","2.1","3.46","4.46",0,0,0,0,0,0,1,0,1,1,0,"290526","0","290526","0","0","0","0","290526","294662","294662","0","0","294662","137901","137901","68317","48725","-19017","29708","0","29708","62347","18932","-280966","362245","0","34773","7012","0","0","0","1369","60195","0","370","0","0","0","0",0,"0","1251","1229","65028","6204","6254","12771"
49465,10,28,2811,2800,2829,"20.5575388954959",53,1,0,2,2,9,1,1,"1","2","8","9",0,0,0,0,0,0,0,1,1,1,0,"759065","0","759065","0","0","0","0","759065","773185","774933","1748","0","773185","476035","467315","276404","241175","-1503","239672","1748","241422","117752","322538","264418","178695","0","37917","5488","0","0","0","1401","114609","0","8366","8720","150","0","16196",0,"0","0","1168","170555","33307","1382","121"
49466,10,50,5120,5100,5074,"23.8378357131179",53,1,0,3,3,7,1,2,"2.06","4.6","2.6","4.66",0,0,0,0,50,50,5,12,14,15,0,"1889864","-2499","0","7717","1889719","3660","628","1934782","1953457","1957958","4501","98744","2052201","596309","574505","507445","381168","-19265","361903","4501","366404","813410","564427","697108","699588","4349","11589","12172","867427","0","100445","20722","503289","7523","43762","21804","0","0","17269",0,"1983","1100","2797","64323","15461","12032","7301"
49467,10,50,5130,5100,5074,"23.8378357131179",53,1,0,2,2,9,1,1,"1.24","2","1.01","2.25",0,0,0,0,50,50,2,7,9,9,2,"1008804","-3260","0","1418","1044623","0","0","1045703","1058668","1060129","1461","25543","1084211","258347","252769","222108","168192","-5160","163032","1461","164493","281321","360757","482207","164391","1381","4795","3787","560388","0","69997","4363","320250","924","17926","5578","0","0","9700",0,"1152","245","2263","31503","8290","2918","2413"
49468,10,50,5130,5100,5074,"23.8378357131179",53,1,0,4,3,9,1,1,"1","2","1","2",0,0,0,0,48,48,4,14,20,21,0,"687117.8","10067.8","0","9045","664743","24024","0","683855.8","714151.64","714151.64","0","122937","837088.64","368988.8","351349.8","330198.64","264226.64","-5230","258996.64","0","258996.64","418411.98","558831","518803.98","466087","3377","11715","11964","145255","0","32146","5399","223714","9320","8025","17639","206","0","8091",0,"8148","757","2651","27848","9669","7542","0"
49469,9,45,4500,4500,4500,"63.4415289704602",53,1,0,3,3,8,1,1,"2","3.69","1.69","3.69",34,0,34,0,0,34,6,19,22,22,21,"314438","1363","0","-437","45334","0","261503","310546","371304.07","380543.07","9239","9836","381140.07","159834","145457","173327.07","106270.07","-15872","90398.07","8968","99366.07","456944","180851","228967","410698","0","5211","0","14782","0","2950","7329","86486","2238","15448","14377","118","0","5241",0,"414","1509","1906","25708","2988","14555","1679"
49470,10,28,2811,2800,2829,"20.5575388954959",53,1,0,4,3,8,2,0,"1","1","8","9",0,0,0,0,0,0,1,0,1,1,0,"970863","0","970893","0","0","0","0","970893","1022857","1037330","14473","0","1022857","465543","465543","343106","223455","1355","224810","14473","239283","361466","663629","839227","192053","0","58834","6798","0","0","0","0","229433","482","18876","0","0","0","13492",0,"0","653","1155","153763","10004","5803","557"
49471,10,28,2811,2800,2829,"20.5575388954959",53,1,0,4,3,8,1,0,"1","1","8","9",0,0,0,0,0,0,1,0,1,1,0,"978402","0","976834","0","0","0","0","978432","1025934","1038984","13050","0","1025934","482546","482546","347997","204952","-870","204082","12980","217062","470539","678266","830711","332619","0","58810","5086","0","0","0","0","235878","964","16708","0","0","0","10726",0,"0","1160","1101","157457","14800","6823","478"
49472,8,15,1510,1500,1516,"57.5593377505811",53,1,0,2,2,8,2,0,"2","2","0","2",0,0,0,0,0,0,0,19,19,19,5,"111770","97625","0","5918","0","0","0","112373","140718","140718","0","386","141104","34783","21348","48509","33357","-847","32510","0","32510","14912","48561","18436","45062","1784","13786","10807","0","0","0","2644","28200","333","2564","13435","0","0","2449",0,"556","0","445","0","0","66","807"
49473,9,47,4700,4700,4700,"57.5890481126126",53,1,0,3,3,7,1,0,"1","1","0","1",34,0,34,0,0,34,0,17,17,17,15,"211573","18636","0","990","87514","0","113082","220222","254996","256497","1501","1695","256691","94854","83213","114696","61159","-2402","58757","1501","60258","423638","316503","567144","173347","1486","10460","6554","23676","0","2533","10189","19791","227","11008","11641","847","0","5436",0,"631","0","694","0","0","2654","9"
49474,9,50,5130,5100,5074,"39.8535274475736",53,1,0,3,3,5,1,0,"1","1","0","1",0,0,0,0,42,42,11,4,13,13,2,"327961","7477","0","4664","342413","11880","0","354554","371273","372200","927","68918","440191","109822","101658","116449","74736","-6657","68079","927","69006","314568","158448","73617","399399","4501","8988","9675","119962","0","18763","4850","50107","4190","5114","8164","0","0","7426",0,"384","862","668","0","0","5843","825"
49475,8,16,1630,1600,1516,"50.6930181552517",53,1,0,2,2,9,1,1,"4","4.25","4.83","8.83",0,0,0,0,0,0,0,15,15,15,3,"749332","31580","650715","1159","0","0","0","743765","764043","764043","0","0","764043","360561","344931","251603","166749","1364","168113","0","168115","327806","875016","1031200","179889","0","43097","46794","0","0","0","9234","83520","9935","6468","15630","135","0","8635",0,"1617","0","5246","96632","8650","0","97"
49476,10,50,5130,5100,5074,"23.8378357131179",53,1,0,2,2,10,1,1,"2.11","3.32","1.32","3.43",0,0,0,0,50,50,1,4,5,5,0,"1021025","20334","0","1459","997082","31648","0","1018875","1023717","1025925","2208","0","1023717","329428","325009","273159","243582","-16213","227369","2208","229577","160106","272790","42413","399118","0","2840","2244","521502","0","56804","3061","250326","2329","10114","4419","0","0","9214",0,"89","67","1699","41556","13156","9817","6519"
49477,9,50,5220,5200,5074,"35.2733463935869",53,1,0,2,2,8,1,0,"1","1","0","1",0,0,1,0,0,50,6,2,7,7,2,"179060","12909","95924","-220","71558","0","700","180871","188644","189344","700","175","188819","90233","89744","94776","91108","-1190","89918","700","90619","133297","96136","205551","26748","1860","4982","6469","63","102","7469","5552","19993","5008","4688","489","87","0","3203",0,"69","1051","846","0","0","1916","49"
49478,10,50,5130,5100,5074,"23.8378357131179",53,1,0,2,2,9,1,1,"2.03","3","1","3.03",20,0,20,0,50,50,2,19,20,20,12,"1040775","40757","0","4826","820526","23376","211999","1078108","1124685","1134863","10178","32648","1157333","370287","337510","347640","277501","-2827","274674","10178","284853","484866","425226","761622","166506","0","18145","17264","439054","3973","42709","8574","248753","2623","24717","32777","0","0","15528",0,"1182","205","2581","25300","3832","3268","0"
49479,9,50,5220,5200,5074,"35.2733463935869",53,1,0,3,3,8,1,0,"1","1","0","1",0,0,0,0,0,38,1,8,8,8,2,"89144","30025","0","2005","58877","0","0","90907","103049","103107","58","390","103439","13914","10084","20907","16752","-2744","14008","-698","13310","18936","16024","-5764","41466","0","4755","5777","0","0","1055","2496","17908","664","8689","3830","206","0","3089",0,"178","34","312","0","0","542","2254"
49480,9,50,5210,5200,5074,"35.2733463935869",53,1,0,4,4,4,1,0,"1","1","0","1",0,0,0,0,0,36,2,6,7,7,2,"304063","19906","15337","0","266375","0","2445","304063","311480.02","314828.02","3348","0","311480.02","197704","194791","201143.02","89132.02","-17337","71795.02","3348","75143.02","630050","183516","207588","605978","1872","5466","7241","0","0","0","571","107850","1417","8185","2913","377","0","9907",0,"0","195","848","0","0","16995","360"
49481,10,50,5130,5100,5074,"23.8378357131179",53,1,0,3,4,8,1,2,"2","5","3.15","5.15",0,0,0,0,50,50,2,19,20,20,2,"1525922","13269","0","9847","1518386","0","0","1541502","1575613","1584051","8438","129427","1705040","486424","470050","389012","263252","-14643","248609","8438","257047","551747","675186","366608","860325","5042","12502","20557","0","671194","85752","3485","382684","4933","17063","16374","0","0","18990",0,"2622","217","936","86543","24288","13234","1838"
49482,7,15,1510,1500,1516,"138.290024461045",53,1,0,2,2,9,2,1,"1","1.53","0.53","1.53",0,0,0,0,0,0,12,3,13,13,1,"104679","98535","0","6144","0","0","0","104679","123190","123190","0","0","123190","37097","35081","35566","24098","-1730","22368","0","22368","427427","56069","300315","183181","0","8444","15230","0","0","0","7042","8220","75","2259","2016","0","0","4726",0,"256","5059","0","9328","2273","2234","159"
49483,8,15,1510,1500,1516,"57.5593377505811",53,1,0,2,2,4,1,0,"1","1","0","1",0,0,0,0,0,0,10,12,17,17,1,"133792","120061","0","12197","0","0","0","136207","163121","163121","0","1308","164429","56781","49953","73587","45676","-3080","42596","0","42596","321245","84006","92864","312484","5237","8433","13059","0","0","0","9162","1843","1076","9452","6828","63","0","4254",0,"1138","1537","575","0","0","2979","131"
49484,10,50,5130,5100,5074,"23.8378357131179",53,1,0,3,3,5,1,1,"1","2","1","2",0,0,0,0,50,50,9,2,10,10,0,"943170","-16115","12366","3784","924744","22944","0","924779","935537","941964","6427","63418","998955","305401","291469","272840","181111","-36459","144652","-3264","141388","928455","340434","29359","1239530","5046","7776","9240","419055","0","64340","2170","155531","4282","17522","13932","0","0","13554",0,"1090","1627","1908","20994","3519","31372","5101"
49485,10,50,5130,5100,5074,"23.8378357131179",53,1,0,3,3,5,1,0,"1","1","0","1",0,0,0,0,49,49,1,15,16,17,0,"731519","107274","0","3000","632739","0","0","743013","769372","769372","0","0","769372","202888","190888","210818","174615","-1927","172688","0","172688","222496","407241","507501","122236","3948","11248","13773","407227","0","20224","6997","114255","2423","8322","12000","0","0","6197",0,"1671","92","1284","0","0","3129","41"
49486,10,50,5130,5100,5074,"23.8378357131179",53,1,0,2,2,9,1,1,"2","3","1","3",0,0,0,0,50,50,4,4,7,7,0,"800341","10772","0","1619","768666","27268","0","781057","789444","796678","7234","30467","819911","308602","306066","280921","241098","-15520","225578","7234","232811","625262","212666","237978","608166","1185","5124","5767","351806","0","20859","4047","167404","3481","6397","2536","1046","0","8711",0,"1614","781","1911","24507","4080","12413","3746"
49487,10,50,5130,5100,5074,"23.8378357131179",53,1,0,2,4,7,1,0,"2","2","0","2",0,0,0,0,50,50,0,0,0,1,0,"962528","0","0","0","914099","38091","0","914099","914370","914370","0","0","914370","168899","168567","167063","146122","-10514","135608","-121","135484","853304","466936","197178","1127856","0","0","0","484013","0","49742","1503","69851","9892","5830","332","0","0","3842",0,"256","35","1213","0","0","8409","2376"
49488,7,28,2821,2800,2829,"43.5935461302706",53,1,0,2,3,5,1,0,"2","2","0.36","2.36",0,0,0,0,0,0,1,3,3,3,2,"84689","1190","81493","0","0","0","0","82683","87735.63","88418.63","683","0","87735.63","48519","47935","46926.63","37623.63","-804","36819.63","250","37069.63","54781","36412","34581","56612","1198","9969","401","0","0","0","2972","35100","85","1821","584","480","0","1792",0,"0","89","592","5163","217","769","35"
49489,10,50,5130,5100,5074,"23.8378357131179",53,1,0,3,3,7,1,1,"2","2.76","0.76","2.76",0,0,0,0,50,50,1,19,19,19,2,"1276251","150108","0","9493","818152","141627","199698","1177451","1206528","1207825","1297","0","1206528","288836","267418","273770","201238","-11634","189604","1296","190900","391707","256306","131461","529432","8745","17002","22756","550300","0","30025","8018","207746","1321","18450","21418","1675","0","18316",0,"2028","164","2035","14651","2642","9539","2980"
49490,10,50,5220,5200,5074,"39.0080447932509",53,1,0,4,4,9,2,0,"2","2","0","2",0,0,0,0,0,50,0,0,0,1,0,"86824","0","0","0","86824","0","0","86824","88740","88740","0","0","88740","17917","17917","17546","9619","-20","9599","0","9599","44542","15847","-7807","69548","0","0","0","0","0","3081","0","112385","270","2726","0","262","4389","0",0,"0","123","248","0","0","1143","792"
