"","IDNUM","CDEXE","OTEXE","OTE64F","OTEFDD","OTEFDA","EXTR2","NREG","ZDEFA","ZENVI","FOAGR","FOGEN","TRA05","SEXEP","EFF10","UTANS","UTARG","UTASA","UTATO","UGBBO","UGBCA","UGBHE","UGBOV","UGBPO","UGBTO","SAFVD","SAFER","SAUTI","SUTOT","SFPTO","CHAFF","PRODV","PRODH","PRODT","PRODA","ACHAN","PRODP","PROEX","PBRTCOU","PBRTO","PBRTEXC","PITOT","PROBR","VAFER","VAPBR","EBEXP","RESEX","RESFI","RESCO","RESCP","RESE3","TAIM5","TCIR5","TCAP3","TDTE3","CHRAM","CHRSE","CHRPH","CHRAC","CHRAG","CHRPV","CHRCA","ELECTQUA","ENTBT","ENTMT","LFERM","LMATE","ASSRE","ASSAU","TVANR","TXPRO","TAXES","AIMTX","FPERS","CHSOC","CFINL","CAGR4"
"1",6299,7,83,8320,6184,6184,"19.003401123543",28,1,0,1,1,10,1,0,"1","1","0","1",5,0,5,0,0,5,3,9,11,11,9,"31975","15956","0","0","4986","0","14950","35892","49834.08","49834.08","0","1750","51584.08","6311","2906","15794.08","15582.08","-38","15544.08","0","15544.08","60329","65748","121822","4255","0","751","3011","0","4195","313","2416","14168","55","1394","3405","0","182","4630",0,"238","565","177","0","0","72","0"
"2",21869,7,45,4500,4500,4500,"76.3942660391072",28,22,0,1,0,12,1,0,"1","1","0","1",13,0,13,0,0,13,7,3,9,9,7,"51174","13818","0","0","17201","0","25500","56519","72392","79392","7000","0","72392","384","-1029","11318","4818","39","4857","7000","11857","212982","81308","279744","14546","0","3145","3567","13720","810","964","5377","10032","163","2476","1413","0","0","2418",0,"1797","1274","278","0","0","0","0"
"3",21925,7,83,8310,6184,6184,"19.003401123543",28,1,0,2,1,10,1,0,"1","1","0","1",5,0,5,0,0,5,1,10,11,11,8,"62059","15892","0","109","9931","0","14850","40782","52908","81008","28100","0","52908","16190","7816","18374","13645","-61","13584","27524","41108","23089","67460","78011","14822","0","1439","1503","1011","0","0","1176","7945","230","1313","8374","0","0","2432",0,"1258","97","201","0","0","72","0"
"4",27282,6,46,4600,4600,4600,"180.522856924408",28,1,0,1,2,10,1,0,"1","1","0","1",14,0,14,0,0,14,4,7,10,10,10,"66435","-4745","0","0","24571","0","0","32040","60926.93","61499.93","573","1795","62721.93","-11649","-16227","12194.93","-5670.07","-2595","-8265.07","75","-8190.07","241814","28729","205915","65635","0","0","0","2738","0","495","4025","1489","4181","7336","4578","0","0","5642",0,"0","67","276","0","0","2588","121"
"5",27492,10,83,8310,6184,6184,"23.0681679128226",28,1,0,2,2,9,1,0,"2","2","0","2",31,0,31,0,0,31,1,24,24,24,11,"766511","453472","0","3150","29065","0","234611","720298","772928.41","774511.41","1583","0","772928.41","406519","359334","400001.41","286670.41","-7694","278976.41","1583","280559.41","618876","532029","622410","521648","0","52486","39156","44856","0","0","23299","52376","3373","28813","47185","1984","0","8121",0,"3913","31","2070","0","0","9150","588"
"6",27527,9,29,2912,2900,2829,"3.07993511286836",28,1,0,2,2,10,1,3,"3","6.98","4.02","7.02",0,0,0,0,0,0,1,0,1,1,0,"503975","0","498525","0","0","0","0","498525","498964","499159","195","0","498964","147962","147962","72602","66061","-922","65139","195","65334","130976","239840","242924","129619","13457","185409","4116","0","0","0","1","16424","149","11133","0","1950","0","9219",0,"0","381","1257","63614","10117","576","769"
"7",28821,9,45,4500,4500,4500,"42.6481373060645",28,1,0,1,1,4,1,0,"2","2","0","2",29,0,29,0,0,29,0,18,18,18,15,"354604","29814","0","0","32233","0","273268","337154","373617","375604","1987","11770","385387","97280","76381","108623","71642","-7067","64575","1987","66562","312561","92907","100730","304738","2606","9915","11762","70040","0","8808","12444","43392","7274","10560","20899","0","2196","7422",0,"1661","0","1503","0","0","5040","2426"
"8",28865,8,15,1510,1500,1516,"70.2197630751298",28,22,0,1,1,11,1,0,"1","1","0","1",0,0,0,0,0,0,5,6,15,15,0,"105986","112336","0","4105","0","0","0","116441","140165","140165","0","0","140165","37122","28073","48050","29600","-390","29210","0","29210","282348","138493","387215","33626","2169","5721","18314","0","0","0","4121","1400","0","7846","9049","0","4815","6025",0,"1301","1008","340","0","0","794","139"
"9",31002,9,15,1510,1500,1516,"39.0672367480664",28,1,0,1,2,7,1,0,"2","2","0","2",12,0,12,0,0,12,0,26,26,26,11,"258637","207076","0","0","38064","0","0","294156","346193","347775","1582","4530","350723","72080","26763","75212","45205","-1497","43708","1582","45290","316711","171047","206309","281449","0","14309","33784","11214","0","548","20317","9510","2029","24756","45317","0","2479","5393",0,"2297","0","655","0","0","1914","84"
"10",31030,8,45,4500,4500,4500,"73.3105604665629",28,22,0,3,2,7,1,1,"1","1.84","0.84","1.85",20,0,20,0,0,20,0,14,14,14,14,"200660","-5500","0","0","22602","0","162458","190365","221796","223196","1400","0","221796","45631","29618","37950","17023","-281","16742","1076","17818","197020","91318","196789","91549","0","6295","1654","30469","3420","7441","4881","20624","1086","8173","16013","0","704","5386",0,"4276","0","656","15223","2277","738","86"
"11",31040,8,83,8330,6184,6184,"51.8633201707947",28,1,0,2,2,10,1,0,"2","2","0","2",17,0,17,0,0,17,8,16,19,19,12,"174975","92600","0","1320","36841","26200","0","132468","177738","192513","14775","10569","188307","37421","21113","62055","38809","-6567","32242","4376","36618","367556","110943","184161","294751","1880","5409","13737","3906","0","976","201","19778","2162","10239","16308","0","684","7863",0,"1309","1544","795","0","0","3895","2992"
"12",31910,9,16,1660,1600,1516,"37.5568529609592",28,1,0,0,1,8,1,1,"2","3","1","3",0,0,1,0,0,1,0,23,23,23,2,"315604","354209","0","330","0","0","0","358915","399941.36","403151.36","3210","0","399941.36","160231","113719","115445.36","49688.36","-2693","46995.36","0","46995.36","216202","325654","86201","461360","0","23073","49767","3348","0","761","11211","20095","252","26483","46512","0","0","7777",0,"1304","0","905","29063","7546","3155","0"
"13",31912,9,16,1660,1600,1516,"37.5568529609592",28,1,0,2,2,9,1,1,"2","2.62","0.62","2.63",7,0,7,0,0,17,0,23,23,23,4,"260729","186650","0","450","109568","12360","0","305434","372000","379948","7948","1636","373636","69718","39599","79101","33059","-4412","28647","7948","36595","261537","265189","347953","182156","0","9405","31144","51269","0","3057","17947","12590","8680","20187","30119","0","2888","11400",0,"1457","0","1020","20567","3232","2081","2891"
"14",31918,9,83,8320,6184,6184,"46.8592092702015",28,1,0,3,3,9,1,0,"1","1","0.94","1.94",19,0,19,0,0,19,1,17,17,17,11,"323130","87257","0","3110","24784","0","204360","325459","363894","366257","2363","6689","370583","120510","103735","102714","39899","-1827","38072","2363","40435","215935","254930","305915","173550","0","8466","16358","52986","750","3870","14928","15128","1306","26410","16775","485","4101","8940",0,"11661","1510","1064","22399","2554","2013","58"
"15",31935,9,45,4500,4500,4500,"42.6481373060645",28,22,0,3,2,8,1,0,"2","2","1.02","3.02",35,0,35,0,0,35,0,24,24,24,23,"284853","15495","0","800","34591","0","229869","363566","436516","448208","11692","0","436516","133342","104512","167587","93034","-3823","89211","11692","100903","559493","77794","403266","234021","0","6010","0","17698","0","1180","13985","56253","1044","13095","28830","383","0","11724",0,"1416","0","867","7024","71","3550","502"
"16",31939,10,50,5130,5100,5074,"29.7435881373447",28,22,0,1,2,4,1,0,"3","3","1.67","4.68",4,0,4,0,47,47,1,23,23,23,8,"591257","20548","0","4639","520980","32390","7782","557020","611434","651424","39990","118872","730306","195602","166944","185396","109745","-5510","104235","37167","141402","399064","265059","274329","391226","605","10009","19388","170722","0","21966","9461","60554","4558","13675","28658","0","0","9705",0,"5283","23","1356","24282","3230","5389","537"
"17",31951,9,74,7410,5374,5074,"12.8985740215173",28,1,0,3,3,8,1,0,"2","2","0.1","2.1",33,0,33,0,36,47,0,15,15,15,14,"385768","15770","0","186","245147","26638","134681","402944","430870","433000","2130","9648","440518","98575","86862","109358","60931","-7025","53906","2130","56036","415611","287796","126357","578470","0","10595","3356","139695","6914","4276","7254","46305","2666","2392","11713","0","0","8731",0,"1873","0","1145","750","0","5533","1658"
"18",32988,9,16,1660,1600,1516,"37.5568529609592",28,1,0,2,0,8,1,0,"2","2","0","2",31,0,31,0,0,31,0,22,22,22,11,"233427","189110","0","-326","112148","10090","0","300932","452907","483707","30800","330","453237","98221","32121","178230","128978","-68","128910","264","129174","300056","437967","530777","230190","0","17139","27218","15637","18649","3300","11363","8969","0","0","66100","8145","0","10280",0,"1415","0","809","0","0","1397","0"
"19",32998,9,45,4500,4500,4500,"42.6481373060645",28,22,0,2,2,6,1,1,"2","3","1.75","3.75",46,0,46,0,0,46,0,16,16,16,16,"543085","-1129","0","0","139175","0","344080","482126","532581.01","543059.01","10478","25149","557730.01","264086","243690","246738.01","177820.01","1275","179095.01","10478","189571","666156","312333","740046","241729","0","6974","2833","62164","19228","5899","18778","41927","5746","10086","20396","0","0","6005",0,"1212","0","2182","28357","11855","2400","0"
"20",33005,7,16,1660,1600,1516,"173.91880680717",28,1,0,2,2,10,1,0,"1","1","0","1",4,0,4,0,0,4,0,9,9,9,3,"115994","86145","7656","2710","9840","0","0","130156","141436.44","147631.44","6195","0","141436.44","57557","49025","57336.44","41221.44","45","41266.44","4468","45737","148959","86054","211713","25805","0","9989","9375","204","0","851","3991","12971","733","851","8532","0","0","4145",0,"1460","0","497","0","0","967","0"
"21",33009,9,45,4500,4500,4500,"42.6481373060645",28,1,0,2,2,4,1,0,"3","3","0","3",46,0,46,0,0,46,1,21,22,22,21,"427214","5991","0","-760","131663","120","331508","468402","529042.9","538912.9","9870","11574","540616.9","190715","158314","207037.9","123308.9","-6884","116424.9","5864","122288.9","1013388","259266","862715","409939","4093","13931","6905","100339","0","22031","11590","55994","11191","18240","32401","2046","0","10049",0,"8281","0","1906","0","0","8485","41"
"22",33020,8,15,1510,1500,1516,"70.2197630751298",28,1,0,4,2,9,1,0,"2","2","0","2",0,0,0,0,0,0,1,22,22,22,1,"213794","206359","0","12216","0","0","0","237123","282191","282213","22","1316","283507","120544","89617","128613","86899","606","87505","22","87527","256984","193564","288261","168750","0","11647","21940","0","0","0","8992","12115","2635","8216","30927","0","3103","6235",0,"1549","0","1359","0","0","1668","565"
"23",33025,9,16,1660,1600,1516,"25.7164018681208",28,1,0,2,2,9,1,0,"1","1","0","1",0,0,0,0,0,0,0,17,17,17,1,"349473","206378","114409","12436","0","0","0","333223","362808","369817","7009","824","363632","92029","71708","92087","45926","-8220","37706","6378","44084","419597","169881","159434","430849","0","48509","46363","0","0","0","11980","49677","1591","10326","20321","6447","0","7276",0,"5777","0","839","0","0","4743","3679"
"24",33995,8,83,8320,6184,6184,"32.3844335216813",28,1,0,2,2,4,1,0,"1","1","0","1",20,0,20,0,0,20,0,12,12,12,6,"328891","83115","0","985","30194","3900","188070","308519","331301","356145","24844","664","331965","74222","56102","75791","23594","-7028","16566","24844","41410","365365","148976","149257","369978","0","9752","12696","77413","0","6840","14423","37510","2793","22886","18120","1539","0","7161",0,"1895","0","732","0","0","5627","1668"
"25",34007,8,45,4500,4500,4500,"73.3105604665629",28,1,0,3,3,7,1,1,"1","1.6","0.6","1.6",16,0,16,0,0,16,0,14,14,14,12,"115060","4624","0","-616","20716","0","96039","120814","145041.19","145972.19","931","5783","150824.19","37572","17100","26895.19","14099.19","-247","13852.19","767","14622","139711","75118","185773","33261","0","3294","1017","14588","1780","1339","3315","17907","0","5006","20472","0","0","5060",0,"195","0","337","11505","1725","362","0"
"26",34020,7,46,4600,4600,4600,"58.3990504003903",28,1,1,2,0,10,1,0,"1","1","0","1",14,0,14,0,0,14,9,8,13,13,13,"18088","-1010","0","0","13905","0","0","15053","46256","47259","1003","0","46256","-16723","-20976","9930","6092","-33","6059","1003","7062","108771","29896","133747","4920","0","0","0","960","0","0","2381","21064","205","12722","4253","0","0","4090",0,"96","0","174","0","0","59","0"
"27",34941,10,83,8310,6184,6184,"23.0681679128226",28,1,0,3,2,7,1,0,"3","3","0","3",30,0,30,0,0,30,1,27,27,27,14,"679817","339848","0","-675","38287","0","270484","687951","780147","823707","43560","456","780603","246608","201892","286664","133715","-17333","116382","42700","159082","755170","392386","120909","1006842","0","20142","34174","69524","13428","6980","26036","47667","12583","61028","44716","216","5145","27839",0,"4460","23","2159","0","0","15389","2326"
"28",34946,10,84,8410,6184,6184,"23.0681679128226",28,1,0,2,2,9,1,1,"1","3","2.94","3.94",1,0,1,0,50,50,9,26,27,27,3,"1005401","522137","0","6282","391950","191207","3478","924079","995846","996484","638","94544","1090390","452589","383976","378182","333694","-6649","327045","638","327683","415785","666014","741752","344837","0","25950","55301","118816","260","9214","0","77590","6070","7374","68613","0","24015","5978",0,"1693","1898","1162","60070","8363","4884","2608"
"29",34962,9,47,4700,4700,4700,"25.2839425535209",28,1,0,2,2,6,1,0,"3","3","0.07","3.08",46,0,46,0,0,46,1,23,23,23,19,"352090","6463","0","-800","149040","42100","193359","390688","455013.71","455535.71","522","37612","492625.71","128557","93861","150589.71","106812.71","-11109","95703.71","522","96225.71","962984","246272","499065","710191","1158","11080","8786","41591","1980","1931","13875","34393","4443","4324","34696","0","1266","10078",0,"1966","78","2110","950","0","10257","1560"
"30",34966,10,83,8310,6184,6184,"7.06048775679054",28,22,0,2,2,5,1,1,"2","4","2","4",33,0,33,0,0,33,0,28,28,28,18,"698796","310808","0","18062","27885","1750","321837","686792","801024.17","807711.17","6687","34699","835723.17","296552","246193","317876.17","204936.17","-9929","195007.17","5783","200790.17","521907","611694","212744","923983","22539","20851","47112","73233","0","7252","31621","72385","5418","34923","50359","0","0","25365",0,"4776","0","1890","28680","2742","9529","1016"
"31",34969,9,45,4500,4500,4500,"42.6481373060645",28,22,0,3,3,8,2,1,"2","2.45","0.45","2.45",24,0,24,0,0,24,0,20,20,21,15,"275518","61579","0","2495","6024","0","194075","264597","322973","327554","4581","4008","326981","48859","22876","63776","50914","-6526","44388","4581","48969","235975","124507","43628","319297","0","10872","11410","58513","0","3214","11834","61608","749","14506","25983","0","0","7743",0,"1965","0","803","7152","181","3447","3777"
"32",34977,7,39,3610,3900,3900,"10.0839048688763",28,22,0,4,3,9,1,1,"1","3","9","10",0,0,0,0,0,0,0,4,4,4,1,"358430","358430","0","0","0","0","0","358430","364432","364432","0","0","364432","224268","212740","65165","49004","1203","50207","0","50207","114832","265506","210252","170306","0","0","6700","0","0","0","4711","75096","0","10788","11528","14469","0","6597",0,"0","0","778","127896","23089","543","0"
"33",34978,9,29,2933,2900,2829,"3.07993511286836",28,1,0,0,2,10,1,4,"4","11","7","11",0,0,0,0,0,0,1,0,1,2,0,"851288","0","895040","0","0","0","0","905529","909462","925737","16275","0","909462","381094","381094","224194","153037","-14600","138437","16185","154622","675114","594925","427559","859386","33420","228357","6263","0","0","0","0","60014","5054","15708","0","1620","14588","8534",0,"0","149","2425","141952","14679","14334","532"
"34",34979,10,29,2912,2900,2829,"1.22595185005019",28,22,0,4,2,10,1,2,"3","6.94","3.94","6.94",0,0,0,0,0,0,1,1,2,2,0,"404800","0","401094","0","0","0","0","403718","409359","409359","0","0","409359","202078","199244","130511","117159","-867","116292","0","116292","464544","57742","203967","318319","17087","57577","1756","0","0","0","339","48371","7163","35626","2834","1670","0","9633",0,"0","2135","1061","65691","5075","709","238"
"35",35828,9,45,4500,4500,4500,"62.3959699362882",28,1,0,2,2,7,1,1,"2","3","1.44","3.44",32,1,32,0,1,32,0,18,18,18,16,"244913","25246","0","-380","63790","0","111601","205176","248056.79","274545.79","26489","21554","269610.79","68224","29475","43954.79","-46206.21","-18700","-64906.21","26489","-38417.21","766913","236933","317639","686207","0","2785","0","5909","11985","222","12752","188803","427","9125","38749","0","0","1013",0,"1149","0","848","20118","6189","18117","667"
"36",35832,10,45,4500,4500,4500,"20.1921830695975",28,1,0,2,2,7,1,0,"2","2","1.38","3.38",37,0,37,0,0,37,0,17,17,17,12,"599597","186681","0","25505","52380","8200","349368","614534","648638.04","651563.04","2925","0","648638.04","292433","266170","271146.04","184776.04","-7655","177121.04","2925","180046.04","716132","241788","430417","533601","0","18691","13068","82312","986","14238","8916","37317","5120","10993","26263","266","1027","11148",0,"1976","0","1513","22965","1931","8318","0"
"37",35833,10,16,1660,1600,1516,"24.18395473816",28,1,0,4,3,4,1,3,"1","6","5.94","6.94",0,0,0,0,0,0,0,28,28,28,0,"881478","942483","0","4177","0","0","0","952468","1031388","1121285","89897","0","1031388","389059","268414","91870","-107394","-18535","-125929","21747","-104182","751179","951284","962129","757423","0","106053","132303","0","0","0","48683","91309","18734","70609","120645","150","13381","18197",0,"9621","0","1275","176909","52827","17064","2637"
"38",36595,8,15,1510,1500,1516,"75.3991346526384",28,1,0,3,2,10,1,1,"1","1.21","0.21","1.21",0,0,0,0,0,0,7,19,23,23,0,"98662","96057","0","2520","0","0","0","98577","158747","188947","30200","3309","162056","-16030","-36778","16522","12","-12754","-12742","30113","17371","239377","52121","112395","179103","0","21684","26008","0","0","0","4163","3679","1166","11324","20748","0","2746","1764",0,"1249","1799","376","3164","124","6756","6119"
"39",36603,7,39,3610,3900,3900,"2.96333308531726",28,1,0,2,2,9,1,1,"2.8","4.8","6","8.8",0,0,0,0,0,0,0,3,3,3,0,"288360","197810","39462","0","0","0","0","262225","265264","265264","0","0","265264","180776","176025","58511","39454","-1130","38324","0","38324","127297","172872","242396","57773","0","3621","17610","0","0","0","4945","40799","1222","4436","4751","0","0","6586",0,"0","0","650","108630","11249","1134","0"
"40",36614,9,45,4500,4500,4500,"42.6481373060645",28,22,0,2,2,8,2,1,"2","2.5","0.5","2.5",35,0,35,0,0,35,0,20,20,20,15,"347472","33851","0","1825","71868","1790","234764","360215","424834.22","459519.22","34685","16338","441172.22","127390","96442","148065.22","91058.22","-1460","89598.22","34679","124277.22","508990","249397","649140","113825","0","9605","12120","76278","0","728","15264","25168","6206","10486","30948","240","0","7267",0,"1857","0","1084","7611","1159","1023","787"
"41",36623,8,45,4500,4500,4500,"73.3105604665629",28,1,0,2,2,9,2,1,"1","1.21","0.21","1.21",25,0,25,0,0,25,1,13,13,13,11,"220639","-530","0","1770","12832","0","142102","156174","181289.67","214131.67","32842","2952","184241.67","47037","34620","50611.67","42713.67","-394","42319.67","30062","72381","129329","103740","212803","20266","0","4518","4643","28275","683","1668","3273","16364","2806","15202","12417","0","474","5284",0,"3861","61","648","3349","136","512","5"
"42",37452,9,45,4500,4500,4500,"62.3959699362882",28,1,0,2,2,6,1,1,"2","3","1","3",38,0,38,0,0,38,1,18,18,18,14,"483428","26288","0","-190","62232","0","366480","454810","491701","526788","35087","8046","499747","194332","160400","159155","88175","-13096","75079","35087","110166","576328","317060","340385","554424","0","5422","8350","87209","0","0","11812","43475","3554","12649","33932","0","839","10142",0,"1423","1304","1264","23878","8907","13821","466"
"43",37453,9,15,1510,1500,1516,"39.0672367480664",28,1,0,1,1,6,2,0,"1","1","0","1",0,0,0,0,0,0,0,25,25,25,0,"337522","317374","0","9124","0","0","0","338145","408248","411554","3306","0","408248","156911","118026","184480","142926","-1773","141153","3306","144459","137275","329995","378782","73488","0","11302","49933","0","0","0","14051","2338","0","10622","38885","401","6664","16665",0,"2458","0","870","0","0","1729","360"
"44",37454,9,83,8310,6184,6184,"46.8592092702015",28,1,1,4,3,5,1,0,"2","2","0","2",21,0,21,0,0,21,1,23,23,23,11,"463247","173851","0","1350","19527","1500","229721","449939","504355","592296","87941","0","504355","170965","135946","181841","93416","-8175","85241","1908","87149","454724","210179","180332","488985","0","21456","25794","71903","243","4538","14669","41121","838","424","35019","0","4401","18353",0,"2639","70","1308","0","0","8783","0"
"45",37455,9,45,4500,4500,4500,"62.3959699362882",28,1,0,2,2,8,1,1,"2","2.28","0.28","2.28",37,0,37,0,0,38,0,18,18,18,13,"390508","74162","0","450","120540","5323","186125","409195","459564.14","482650.14","23086","6787","466351.14","131657","104031","137867.14","65038.14","-4957","60081.14","16836","76917.14","523797","289756","374860","439016","0","6865","16342","88810","0","3091","13451","58964","1351","19683","27626","0","2662","9490",0,"2512","0","1272","6598","1612","4741","643"
"46",37456,8,16,1660,1600,1516,"82.4876763081445",28,1,0,1,1,9,1,1,"1","1.06","0.06","1.06",7,0,7,0,0,7,0,12,12,12,3,"127788","109970","0","-900","12049","0","0","128166","162040","162040","0","0","162040","27895","8349","39074","31046","98","31144","0","31144","73836","114717","17821","174163","0","9719","14137","6503","1622","252","4443","5935","166","10747","19546","0","0","4893",0,"512","0","370","894","90","645","315"
"47",37459,8,45,4500,4500,4500,"34.7641591637178",28,1,0,2,2,7,2,1,"1","1.19","0.19","1.19",17,0,17,0,0,17,0,11,11,11,7,"142561","30315","0","198","6361","0","101820","138944","155437","190437","35000","4483","159920","60181","43943","54002","30130","-785","29345","35000","64345","189096","145991","228035","108984","0","4024","3687","19830","0","1975","7079","13791","95","3530","16238","859","1150","5268",0,"1269","0","378","3874","381","851","89"
"48",37465,9,45,4500,4500,4500,"42.6481373060645",28,1,0,3,3,4,1,1,"2","2.07","0.07","2.08",32,0,32,0,0,32,4,16,18,18,13,"348793","43907","0","2320","51381","0","276945","375429","418563.61","419666.61","1103","15135","433698.61","150947","128971","163445.61","116634.61","-7794","108840.61","1103","109947","748212","112423","316720","543915","4365","10547","11621","66169","10784","5737","10772","37257","3733","6578","21976","0","1045","8526",0,"1361","879","1004","788","73","7264","723"
"49",37468,6,46,4600,4600,4600,"180.522856924408",28,22,0,1,4,9,1,0,"1","1","0","1",9,0,9,1,0,9,9,0,9,9,9,"19815","3108","0","0","17574","2200","0","28323","54177","54177","0","0","54177","10041","10041","34675","26651","-5013","21638","0","21638","317396","36971","204570","151092","0","0","0","296","0","0","996","3854","189","1468","0","0","0","3642",0,"0","1032","137","0","0","4972","43"
"50",37477,10,74,7410,5374,5074,"17.3585162622729",28,22,0,4,3,7,1,1,"2","3","1","3",34,0,34,0,44,49,0,26,26,26,20,"512249","4396","0","560","349690","14300","149747","524262","611104","611337","233","39901","651005","113244","80957","124583","98099","-3154","94945","233","95178","493161","190056","295159","396246","0","4841","6251","198989","0","7888","12971","96577","4140","23001","32287","468","1760","11040",0,"6154","0","1695","23908","7136","2983","558"
"51",38239,9,47,4700,4700,4700,"25.2839425535209",28,1,0,1,1,9,1,0,"3","3","0","3",31,0,31,0,0,31,2,20,21,21,17,"299566","52208","0","3250","71838","1800","183387","310683","356604.58","356604.58","0","8612","365216.58","68705","36718","77457.58","43270.58","-8193","35077.58","0","35077.58","309000","155461","167212","297249","3271","12861","18402","48914","0","4501","15416","34593","6292","20739","31987","0","1540","5578",0,"1636","521","1616","0","0","3941","4614"
"52",38759,10,61,6150,6184,6184,"23.0681679128226",28,1,0,3,2,10,1,0,"1","1","0","1",32,0,32,0,0,32,0,28,28,28,8,"653955","568620","0","13255","109534","2800","0","691501","749907.3","751772.3","1865","8235","758142.3","106690","-14640","39491","7913.3","-11505","-3591.7","1065","-2526.7","360261","660443","136188","890952","0","28111","53228","16684","26551","2431","166","43073","9710","6536","121330","147","15025","10644",0,"2746","0","1019","0","0","11998","16"
"53",38767,10,83,8310,6184,6184,"23.0681679128226",28,1,1,3,2,4,1,2,"3.48","5.97","2.49","5.97",33,0,33,0,0,33,0,28,28,28,10,"1079119","635182","0","2056","34754","0","358485","1044120","1135309","1141289","5980","0","1135309","404594","340477","370310","256242","-2754","253488","5980","259468","991248","764968","1261185","495031","0","21781","55166","111361","2424","0","0","140933","13407","19036","64117","184","25444","3909",0,"3224","0","1194","45067","11262","3363","0"
"54",38774,10,16,1610,1600,1516,"24.18395473816",28,1,0,2,2,7,1,1,"1","2.39","1.39","2.39",0,0,0,0,0,0,3,29,29,29,1,"2499101","2779016","43404","8054","0","0","0","2878741","2939918.28","2942918.28","3000","0","2939918.28","1548512","1239269","1173240.28","803420.28","-42728","760692.28","3000","763692.28","1460954","2116387","1522912","2077025","0","134912","221253","0","0","0","56840","432798","5429","139471","309243","8789","19327","24649",0,"95512","3365","2371","19829","4134","36448","7780"
"55",38776,7,83,8330,6184,6184,"91.7074520695856",28,22,0,0,1,12,1,0,"1","1","0","1",9,0,9,0,0,9,5,8,11,11,6,"57897","27515","0","8266","19915","0","0","55696","74617.03","74617.03","0","1340","75957.03","15373","6826","23632.03","22674.03","111","22785.03","0","22785.03","153491","93540","237435","9596","736","3574","4739","318","750","497","2976","7698","1258","1935","8547","225","0","1740",0,"458","1011","260","0","0","0","0"
"56",38783,9,45,4500,4500,4500,"42.6481373060645",28,1,0,2,2,9,1,0,"3","3","0","3",33,0,33,0,0,33,0,15,15,15,13,"408981","17049","0","350","50866","0","306778","376194","407198.76","424483.76","17285","5459","412657.76","172555","152052","178083.76","120418.76","-7079","113339.76","17285","130624.76","704024","130615","492873","341766","0","6939","5381","75939","0","0","11575","48373","7460","8060","20503","21","0","8551",0,"1182","0","1487","0","0","7059","453"
"57",38786,8,74,7420,5374,5074,"4.39114953134449",28,22,0,2,0,7,1,0,"1","1","0.05","1.05",14,0,14,0,0,37,7,7,12,12,7,"227223","41006","0","5705","135731","16435","0","192705","234325.35","290075.35","55750","0","234325.35","52460","48324","85871.35","-9929.65","-4969","-14898.65","53002","38103.35","902281","141258","721575","325191","1932","6480","8944","69303","0","1177","8988","19063","1867","4089","4136","102","0","5772",0,"606","1147","987","874","0","4610","391"
"58",38800,8,16,1660,1600,1516,"67.1931674531703",28,1,0,3,1,10,1,0,"1","1","0","1",0,0,1,0,0,1,5,9,12,12,1,"85385","131123","0","6423","0","0","0","139467","160296","160909","613","1267","161563","10533","3259","20438","7011","-1380","5631","613","6244","293548","137804","323233","108119","2053","9598","11684","98","0","0","5143","2864","654","1904","7274","20","4083","3658",0,"556","1512","639","0","0","1485","40"
"59",38803,8,83,8340,6184,6184,"51.8633201707947",28,22,0,3,1,8,2,0,"1","1","0.09","1.09",23,0,23,0,0,23,11,12,18,18,15,"290327","39378","0","3694","59338","190970","0","102410","131876","131978","102","2090","133966","1449","-8069","15112","1731","-823","908","102","1010","444709","156974","460102","144524","0","4688","9022","13498","0","1336","9907","7615","3627","4532","9518","0","0","7665",0,"1051","1113","1107","2056","904","845","8"
"60",39452,7,46,4600,4600,4600,"75.6456898254066",28,1,0,1,2,6,1,0,"1","1","0","1",19,0,19,0,0,19,5,11,13,13,11,"81738","23128","0","0","51329","0","0","91390","114649.21","118393.21","3744","371","115020.21","30302","19622","40417","6778","-3529.29","3248.71","3744","6992.71","344580","141281","229494","258974","0","2442","5875","3933","0","2296","8668","9556","550","6950","10680","0","0","8531",0,"959","832","0","0","0","3400.5","216"
"61",39453,8,45,4500,4500,4500,"34.7641591637178",28,1,0,2,2,6,1,0,"1","1","0.37","1.38",26,0,26,0,0,26,2,12,13,13,12,"164159","18584","0","0","45396","0","109505","173485","196424","198199","1775","0","196424","53190","38268","58198","33214","-2984","30230","1775","32005","202457","129348","123993","211977","0","6884","6223","22849","0","2751","8212","26489","946","14284","14922","1749","0","5778",0,"1176","352","297","920","0","1996","1038"
"62",39457,9,83,8320,6184,6184,"46.8592092702015",28,1,0,1,2,8,2,0,"1.5","1.5","0","1.5",24,0,24,0,0,24,11,4,13,13,10,"210947","55920","0","135","29478","0","103181","194081","213639","215235","1596","1881","215520","29534","24868","40716","6398","-5035","1363","1033","2396","481167","148609","309219","320396","0","9861","7586","36916","0","2714","11353","11245","2464","14786","4666","855","0","4407",0,"1115","1980","481","0","0","4963","205"
"63",39459,9,16,1660,1600,1516,"37.5568529609592",28,1,0,2,2,9,1,0,"1","1","0","1",7,0,7,0,0,7,4,21,23,23,6,"373582","356471","0","-450","16926","1750","0","387287","430136","430440","304","3190","433326","178449","140672","177445","134356","-773","133583","304","133887","356797","569012","814853","113498","0","17995","45167","1180","0","729","10834","14340","8061","19420","37777","52","0","13150",0,"3455","80","833","0","0","1329","0"
