"","IDNUM","CDEXE","OTEXE","OTE64F","OTEFDD","OTEFDA","EXTR2","NREG","ZDEFA","ZENVI","FOAGR","FOGEN","TRA05","SEXEP","EFF10","UTANS","UTARG","UTASA","UTATO","UGBBO","UGBCA","UGBHE","UGBOV","UGBPO","UGBTO","SAFVD","SAFER","SAUTI","SUTOT","SFPTO","CHAFF","PRODV","PRODH","PRODT","PRODA","ACHAN","PRODP","PROEX","PBRTCOU","PBRTO","PBRTEXC","PITOT","PROBR","VAFER","VAPBR","EBEXP","RESEX","RESFI","RESCO","RESCP","RESE3","TAIM5","TCIR5","TCAP3","TDTE3","CHRAM","CHRSE","CHRPH","CHRAC","CHRAG","CHRPV","CHRCA","ELECTQUA","ENTBT","ENTMT","LFERM","LMATE","ASSRE","ASSAU","TVANR","TXPRO","TAXES","AIMTX","FPERS","CHSOC","CFINL","CAGR4"
"101",41976,8,45,4500,4500,4500,"73.3105604665629",28,1,0,3,2,7,1,1,"2","2.95","1.26","3.26",33,0,33,0,0,33,0,19,19,19,19,"285882","-3016","0","0","63519","0","226674","287852","382803","394305","11502","0","382803","113265","94755","166100","93955","-8647","85308","11502","96810","664258","142546","354779","452025","0","4282","4426","53581","0","3504","8719","20832","2432","9133","18510","6997","0","12045",0,"2813","0","890","16778","1780","8440","543"
"102",41978,9,45,4500,4500,4500,"42.6481373060645",28,1,0,0,1,6,1,0,"2","2","0","2",29,0,29,0,0,29,0,21,21,21,14,"243052","52217","0","1430","39679","14941","165072","258398","304377.55","316607.55","12230","18972","323349.55","68093","41390","82617.55","29052.55","-2441","26611.55","12230","38841.55","274542","225977","154226","346382","1748","18264","17731","40057","0","4062","12673","25870","3603","8837","26703","0","0","9246",0,"851","0","1006","0","0","3820","571"
"103",41981,9,45,4500,4500,4500,"42.6481373060645",28,1,0,3,2,9,1,0,"3","3","0.13","3.13",33,0,33,0,0,33,0,19,19,19,15,"405635","41349","0","9516","67581","0","295660","414106","473952.44","501595.44","27643","16975","490927.44","133969","116605","160516.44","87736.44","-8364","79372.44","27643","107015.44","938832","295737","545961","688608","0","12376","11441","99805","892","15015","19062","57319","5377","8663","17364","0","468","11001",0,"10591","0","1234","300","0","7940","527"
"104",41983,9,16,1620,1600,1516,"25.7164018681208",28,1,0,4,3,5,1,0,"2","2","0.57","2.57",0,0,0,0,0,0,0,26,26,26,0,"609980","495492","0","28125","0","0","0","523617","607683","628969","21286","0","607683","197453","144182","212112","145163","-5644","139519","19300","158819","336627","448113","112298","672442","0","55378","48325","0","0","0","21469","14176","1187","24150","53271","82","16942","9694",0,"2799","0","4340","5305","172","5169","2108"
"105",41987,10,50,5120,5100,5074,"29.7435881373447",28,1,0,3,2,5,1,0,"1","1","0","1",0,0,0,0,48,48,7,14,18,18,0,"572711","54251","0","9776","331992","212968","0","396019","426729","430698","3969","65440","492169","157821","141976","167071","116383","-12591","103792","3151","106943","678804","314503","296922","696971","0","10352","25685","88808","12100","4383","7898","68230","1282","6667","15845","0","0","9240",0,"2863","224","1573","0","0","10730","2019"
"106",41989,9,16,1660,1600,1516,"25.7164018681208",28,1,0,3,2,8,1,1,"1","1.23","0.23","1.23",0,0,0,0,0,0,0,22,22,22,1,"458698","355616","0","39736","0","0","0","403726","457221","463129","5908","1556","458777","152519","115784","140234","132826","-1963","130863","-1196","129667","185686","317624","44561","460943","871","16319","43261","1367","0","0","0","13609","1990","625","36735","0","12481","3579",0,"4713","0","894","4132","6871","2545","5042"
"107",41991,10,84,8410,6184,6184,"7.06048775679054",28,1,0,3,3,9,1,0,"2","2","0.07","2.07",0,0,0,0,0,49,2,25,26,26,4,"473970","286041","0","0","148920","40582","0","478261","524292","530012","5720","4178","528470","176693","140093","175586","105053","-10156","94897","5720","100617","607392","449455","299468","757379","871","17834","44782","108311","0","1329","15949","27699","16581","8091","36600","433","0","15685",0,"2163","100","5765","400","0","10751","294"
"108",41993,9,16,1660,1600,1516,"25.7164018681208",28,1,0,0,0,6,1,0,"2.75","2.75","0","2.75",0,0,0,0,0,0,2,21,22,22,1,"421477","345727","0","36319","0","0","0","394837","457055","459206","2151","0","457055","148122","114916","171565","87420","-2207","85213","696","85909","381556","460904","505329","344633","7464","24659","35851","0","0","0","20127","40142","3434","31288","33206","0","14933","10767",0,"2436","232","1227","0","0","2359","219"
"109",41999,8,15,1510,1500,1516,"70.2197630751298",28,1,0,3,2,10,1,0,"2","2","0","2",0,0,0,0,0,0,0,18,18,18,0,"193044","128274","0","9072","0","0","0","138087","167296","181096","13800","0","167296","34931","9596","34609","27269","-1429","25840","13800","39640","48747","161799","113839","99565","0","8157","23843","0","0","0","9794","6898","465","1481","25335","424","1352","2885",0,"1519","0","1633","0","0","79","1721"
"110",42001,9,15,1510,1500,1516,"66.2310243305781",28,22,0,2,2,8,1,0,"1","1","0","1",5,0,5,0,0,5,0,25,25,25,2,"156622","164678","0","737","1750","0","0","167770","223015","224005","990","2769","225784","38002","7141","58731","28204","-354","27850","232","28082","123756","193991","280932","40353","247","8720","33675","0","0","0","8254","6215","2850","13375","30861","798","11285","11584",0,"2716","0","485","0","0","661","5"
"111",42004,10,50,5130,5100,5074,"29.7435881373447",28,22,0,2,0,8,1,0,"1","1","0.25","1.25",11,0,11,0,47,48,1,17,17,17,6,"580847","11637","0","250","476137","96682","0","537668","574252","577250","2998","77063","651315","97770","79644","108985","48138","-5867","42271","2998","45269","473914","395304","329127","545301","0","10907","11293","205047","0","14566","5815","80169","5182","18449","18126","0","0","9804",0,"1036","53","934","500","0","8610","461"
"112",42006,9,84,8410,6184,6184,"36.4083617176187",28,22,0,3,2,10,1,1,"1","2.49","1.49","2.5",0,0,0,0,38,38,0,25,25,25,2,"346813","99952","0","125","211593","86386","0","326241","479083","486782","7699","102471","581554","30394","-2120","98482","62826","-8760","54066","7699","61765","321833","327990","113380","582028","0","17114","42983","89420","0","4347","13795","46323","2114","9240","32514","0","6671","8400",0,"2498","0","1397","41715","3413","4736","4688"
"113",42019,8,46,4600,4600,4600,"23.3431691084087",28,1,0,3,3,8,1,1,"1","1.3","0.8","1.8",36,0,36,0,0,36,0,19,19,19,19,"154358","5031","0","0","147668","25650","0","164512","213157.1","214302.1","1145","0","213157.1","53147","34513","70726.1","41702.1","-2316","39386.1","1105","40491.1","413565","78296","417434","74427","2600","2048","730","25482","0","1693","3845","11805","1171","6780","18634","0","0","6789",0,"430","0","1200","10072","645","1809","533"
"114",42021,9,45,4500,4500,4500,"42.6481373060645",28,22,0,2,2,10,1,1,"2","3.29","1.29","3.29",36,0,36,0,0,36,0,24,24,24,17,"526921","107216","0","8514","43997","0","353211","512938","575426","602441","27015","0","575426","170243","135579","177489","109623","-8078","101545","18663","120208","732034","169935","424782","484661","1101","18903","22980","91637","0","13687","17399","70187","5824","23270","34664","0","0","14006",0,"3451","0","1649","9908","602","5087","3515"
"115",42713,7,83,8340,6184,6184,"19.003401123543",28,1,0,2,2,8,1,0,"1","1","0","1",10,0,10,0,0,10,4,7,10,10,7,"21548","13588","0","0","12400","0","0","25988","41791","41791","0","0","41791","-8728","-12484","2727","2727","-540","2187","0","2187","68919","36746","74259","31406","0","1966","4351","1572","0","1789","3604","3126","0","3759","3756","0","0","2829",0,"592","0","0","0","0","235","305"
"116",42722,7,29,2922,2900,2829,"14.8494633988377",28,1,0,3,2,10,1,0,"1.8","1.8","0","1.8",0,0,0,0,0,0,1,0,1,1,0,"62221","0","62891","0","0","0","0","62891","62898","62898","0","0","62898","25004","25004","22816","22313","7","22320","0","22320","8000","19565","25570","1995","0","15630","56","0","0","0","3112","980","166","1653","0","0","0","667",0,"0","108","2080","0","0","0","0"
"117",42723,8,15,1510,1500,1516,"75.3991346526384",28,1,0,3,2,5,1,0,"1","1","0","1",9,0,9,0,0,9,1,17,17,17,10,"103330","53477","0","1080","29075","2000","0","99932","143855","166855","23000","1413","145268","25764","6744","47352","28059","-4647","23412","23000","46412","204249","55376","32228","231167","0","1671","15080","6039","0","380","4822","17200","302","6443","19020","0","1206","3684",0,"625","71","355","0","0","4367","300"
"118",42725,8,83,8320,6184,6184,"32.3844335216813",28,1,0,3,2,8,1,0,"1","1","0","1",15,0,15,0,0,15,5,12,14,14,7,"248780","60943","0","0","36488","0","122730","249827","274638.57","286212.57","11574","1243","275881.57","86796.57","76759.57","97047.57","19473.57","-3161.57","16312","11574","27884","373848","178992","284990","267850","0","7431","13606","53775","1241","2567","14350","24730","0","19548","10037","167","3106","6939",0,"1062","643","556","0","0","4248","195.57"
"119",42727,9,15,1510,1500,1516,"39.0672367480664",28,1,0,3,2,5,1,0,"1","1","0","1",0,0,0,0,0,0,1,26,26,26,1,"350409","361266","0","0","0","0","0","361266","419651","428926","9275","3100","422751","80414","32522","85312","51132","-2073","49059","3847","52906","394481","412735","143538","663678","0","5665","54051","0","0","0","2315","5959","60","1318","47892","0","12294","1525",0,"2938","44","2490","0","0","2196","0"
"120",42732,10,50,5120,5100,5074,"4.063049233065",28,1,0,3,3,6,1,1,"1","2","1.37","2.38",0,0,0,0,50,50,1,18,18,18,1,"1026768","42034","0","1500","735098","197630","0","779082","825249","866217","40968","135801","961050","437528","415800","409737","310081","12680","322761","16067","338828","691063","650642","1086099","252994","0","14208","22076","202473","7572","11799","15575","122639","0","0","21728","0","0","0",0,"4615","56","1211","24451","3371","4185","0"
"121",42733,9,16,1660,1600,1516,"37.5568529609592",28,1,0,3,3,5,2,0,"2","2","0","2",20,0,20,0,0,20,1,25,25,25,9,"348737","237094","0","360","67543","72631","0","304997","351743","384445","32702","8281","360024","116490","84994","127109","62875","-530","62345","15831","78176","306434","311400","463711","159444","0","18074","28425","15365","0","2118","15387","3271","2235","14659","31496","0","0","7291",0,"1989","56","866","0","0","636","538"
"122",42734,7,15,1510,1500,1516,"102.76829502268",28,1,0,3,2,10,1,0,"0.5","0.5","0","0.5",0,0,0,0,0,0,1,8,9,9,0,"62081","46421","0","0","0","0","0","46421","56583","56833","250","0","56583","22","-2054","6976","4771","-16","4755","250","5005","30196","9171","39367","0","0","1648","9674","0","0","0","1486","1800","0","14234","2076","14","0","3967",0,"850","0","228","0","0","0","70"
"123",42747,8,45,4500,4500,4500,"73.3105604665629",28,1,0,2,2,6,1,0,"1","1","0","1",24,0,24,0,0,24,3,11,12,12,12,"129865","4551","0","0","21795","3150","83014","109360","128139.7","129002.7","863","2505","130644.7","33612","20801","36993.7","22278.7","-1267","21011.7","-424","20591","224100","73989","212053","86036","0","3165","1475","17184","496","1506","2222","21879","4354","5024","12811","0","0","3364",0,"818","428","940","0","0","1668","0"
"124",42749,8,45,4500,4500,4500,"73.3105604665629",28,1,0,2,2,6,1,0,"1","1","0","1",16,0,16,0,0,16,5,5,10,10,8,"161724","-5921","0","192","17858","0","146746","159080","189943.6","194486.6","4543","11365","201308.6","73876","68755","97157.6","57164.6","-8229","48935.6","4023","52958","546557","60905","296336","311126","1569","3150","0","10054","1015","2997","3139","28414","6103","8857","5121","0","0","5931",0,"97","981","402","0","0","8013","521"
"125",42759,8,83,8310,6184,6184,"51.8633201707947",28,22,0,0,0,9,1,0,"1","1","0","1",12,0,13,1,0,13,2,16,16,16,12,"77804","53896","0","2587","8713","0","0","67587","102501","103157","656","996","103497","-4613","-23274","8114","7373","-6096","1277","-674","603","78567","28131","-41874","148572","0","3552","9878","1098","0","399","2979","3770","337","2703","18661","0","0","4810",0,"1337","220","299","0","0","4231","2865"
"126",42764,9,45,4500,4500,4500,"42.6481373060645",28,1,0,2,2,8,2,1,"4","5","1.57","5.57",40,0,40,0,0,40,0,22,22,22,22,"329854","-9797","0","-650","75400","1350","225401","290354","370579","381567","10988","0","370579","131597","99861","169371","139697","-3236","136461","-1601","134860","338746","81543","286460","133829","0","4544","2326","46954","2564","3582","6275","27061","3182","5579","31736","0","0","5407",0,"1248","0","1089","7711","250","2803","783"
"127",42766,7,46,4600,4600,4600,"58.3990504003903",28,22,0,2,2,7,1,0,"1","1","0","1",16,0,16,0,0,16,10,4,12,12,12,"34209","-3892","0","0","27059","0","0","23167","53013.76","61363.76","8350","1530","54543.76","-7801","-9711","18458.76","7136.76","-1308","5828.76","721","6549.76","232939","39929","205825","67043","0","827","0","4429","400","30","4640","2576","0","341","1910","0","0","2646",0,"233","1211","192","0","0","1275","74"
"128",42768,8,46,4600,4600,4600,"23.3431691084087",28,1,0,2,2,7,1,0,"1","1","0","1",23,0,23,0,0,23,0,6,6,6,6,"48301","-4122","0","-510","49564","0","0","44932","62316.9","62832.9","516","0","62316.9","19271","14401","31450.9","28652.9","40","28692.9","516","29208.9","46209","122981","162768","6422","22","236","649","0","0","94","3025","18412","510","2700","4870","0","0","2485",0,"137","0","158","0","0","0","0"
"129",42770,8,16,1660,1600,1516,"67.1931674531703",28,22,0,2,2,9,2,0,"1","1","0.22","1.23",3,0,3,0,0,3,1,15,15,15,4,"161084","122289","0","24897","7859","15300","0","155045","183473.18","199473.18","16000","850","184323.18","68073","51668","71642.18","53620.18","1581","55201.18","11432","66633.18","50321","237493","246567","44915","0","6794","15059","0","0","447","4955","3187","980","8560","16405","0","2708","3595",0,"655","0","481","3611","135","375","36"
"130",42771,8,16,1620,1600,1516,"67.1931674531703",28,1,0,2,3,7,1,0,"1","1","0.33","1.33",0,0,0,0,0,0,1,15,15,15,1,"243748","201320","311","12081","0","0","0","223716","253030.68","253030.68","0","0","253030.68","69033","40567","64767.68","26430.68","-3222","23208.68","0","23208.68","155221.5","152231","83474.5","228936","0","19227","23210","0","0","0","7715","0","873","5694","28466","338","5508","6326",0,"2494","77","2","1107","47","1953","1895"
"131",42772,8,46,4600,4600,4600,"23.3431691084087",28,22,0,2,2,8,1,0,"2","2","0","2",36,0,36,0,0,36,4,16,18,18,18,"132605","0","0","0","130892","5500","0","136965","197902.64","200645.64","2743","0","197902.64","30197","15686","74181.64","37959.64","-3046","34913.64","2698","37611.64","361041","89709","250588","200162","0","2813","7","32830","0","9081","10334","8821","1858","8193","14511","0","0","4977",0,"868","776","440","0","0","2003","1097"
"132",43485,8,47,4700,4700,4700,"18.1817739241124",28,1,0,2,2,9,1,0,"1.5","1.5","0","1.5",23,0,23,0,0,23,5,11,13,13,12,"95575","10091","0","0","35359","0","47357","92807","115085","117949","2864","1158","116243","33915","26558","47235","32641","-1099","31542","2864","34406","200011","111228","216941","94298","0","1036","1733","11777","530","2971","4387","11357","108","5998","7357","401","0","5014",0,"521","707","310","0","0","972","156"
"133",43487,8,45,4500,4500,4500,"34.7641591637178",28,1,0,2,2,7,1,0,"1","1","0.22","1.23",26,0,26,0,0,26,4,14,16,16,12,"296204","46278","0","2700","53519","0","159678","271607","301446","303883","2437","5689","307135","93471","74878","100491","59624","-4772","54852","-3262","51590","330379","171584","123683","384382","0","8663","9270","44196","1994","6139","6212","41102","5323","10512","18593","2127","1376","9846",0,"2112","123","919","0","0","3585","1606"
"134",43488,9,83,8320,6184,6184,"46.8592092702015",28,1,0,2,3,7,1,1,"2","2.61","0.61","2.61",34,0,34,0,0,34,1,25,25,25,14,"528249","175172","0","3538","97084","0","247116","525659","581934","595426","13492","1800","583734","144595","95279","138606","62817","-36971","25846","1190","27036","777870","285819","106128","957561","0","21219","30811","113089","3649","0","18219","52325","1521","24197","49316","3385","2898","14090",0,"4390","102","1297","5758","254","27440","10666"
"135",43494,8,83,8310,6184,6184,"32.3844335216813",28,1,0,2,1,10,2,0,"1","1","0.25","1.25",18,0,18,1,0,18,11,15,20,20,12,"174794","89849","0","967","19979","0","61865","172660","213154","299208","86054","4217","217371","35587","26660","54313","3184","-1284","1900","3003","4903","522504","92695","336686","278513","0","4222","17649","14401","828","2848","16482","13455","787","16757","8927","0","0","10628",0,"1150","3152","35","7093","463","972","497"
"136",43497,8,84,8440,6184,6184,"32.3844335216813",28,1,0,3,2,11,2,1,"1.62","1.5","0.5","2.13",11,0,11,1,1,11,0,13,13,13,6,"117078","45422","0","3240","16614","2500","31507","108911","130450.79","132913.79","2463","4248","134698.79","22832","7695","25106.79","10758.79","-2437","8321.79","2463","10784.79","99604","91213","53279","137538","0","7938","3357","2951","0","1155","4244","14221","1446","6652","15137","0","1136","6239",0,"750","0","337","1950","791","1632","805"
"137",43512,9,73,7310,6184,6184,"36.4083617176187",28,1,0,3,3,6,2,0,"3","3","0","3",34,0,34,0,0,46,0,24,24,24,18,"477040","55175","0","-50","88706","0","338138","481969","559052","603021","43969","4234","563286","222297","190879","262702","150470","-18804","131666","42558","174224","1123928","333297","630758","830284","136","16310","13550","53555","10167","6214","12896","71015","2802","24989","31418","272","2377","16057",0,"1943","0","1509","0","0","19349","110"
"138",43518,8,45,4500,4500,4500,"73.3105604665629",28,1,0,3,3,8,1,1,"3","3.67","0.92","3.93",24,0,24,0,0,24,1,16,16,16,16,"225574","-3028","0","0","29462","0","197447","228723","279330","288997","9667","1080","280410","79919","64760","96663","70571","-7393","63178","9549","72727","563904","177603","113311","628196","0","3722","752","24191","5732","2021","7428","25014","1246","16162","15159","0","99","7321",0,"223","0","4587","13027","391","5115","2560"
"139",43520,10,84,8440,6184,6184,"7.06048775679054",28,1,0,2,2,9,1,1,"3","5","2","5",46,0,46,0,0,46,0,27,27,27,22,"941500","120120","0","2580","194557","202961","399841","740837","896847","927600","30753","26038","922885","306489","258617","347297","192931","-3812","189119","30753","219872","794972","582510","930642","458105","386","20282","38937","94316","44788","7286","14835","79262","15657","40696","47872","0","4864","16029",0,"7102","0","2361","44327","7151","5235","34"
"140",43522,8,29,2912,2900,2829,"45.9253213179866",28,1,0,3,3,7,1,0,"1","1","0","1",0,0,0,0,0,0,1,0,1,1,0,"113976","0","112480","0","0","0","0","113556","113689","113689","0","0","113689","39020","39020","37731","32930","-1189","31741","0","31742","73561","18253","51751","40063","7837","40283","202","0","0","0","0","12921","90","1415","0","0","0","3693",0,"0","304","985","0","0","1198","19"
"141",43531,8,45,4500,4500,4500,"73.3105604665629",28,1,0,2,2,7,1,0,"2","2","0","2",24,0,24,0,0,24,0,13,13,13,13,"100085","-2295","0","0","25622","0","74056","97383","133444.09","172109.09","38665","5376","138820.09","10803","-5292","28262.09","-1900.91","-523","-2423.91","5465","3040","291769","131677","238233","185213","1465","0","0","16421","14436","689","4031","13329","167","8646","16095","0","0","5150",0,"399","0","762","0","0","1833","36"
"142",43533,7,45,4500,4500,4500,"76.3942660391072",28,1,0,2,2,8,2,0,"1","1","0","1",11,0,11,0,0,11,2,9,10,10,9,"77345","1973","0","-200","8331","0","69674","79778","103137.93","103137.93","0","7620","110757.93","19406","12034","34367.93","17692.93","-1942","15750.93","0","15750.93","164931","36831","139161","62865","0","2520","386","4908","4312","2537","4570","14720","167","5044","7372","370","0","4472",0,"104","148","298","0","0","757","1532"
"143",43535,7,46,4600,4600,4600,"58.3990504003903",28,22,0,2,2,9,1,0,"1","1","0","1",17,0,17,0,0,17,0,12,12,12,12,"19911","-2155","0","0","24551","140","0","22396","54922.18","54922.18","0","0","54922.18","-19398","-34012","-1996.82","-1978.82","53","-1925.82","0","-1926.82","88311","120822","197428","11705","0","306","24","12047","0","1331","1475","7335","765","2578","14614","0","0","2206",0,"148","0","188","0","0","0","0"
"144",43537,8,46,4600,4600,4600,"23.3431691084087",28,22,0,1,1,5,1,0,"2","2","0","2",40,0,40,0,0,40,0,23,23,23,19,"68382","17579","0","0","48816","0","0","68245","173228","175292","2064","26434","199662","-27353","-51795","51671","18780","-4118","14662","2064","16726","375128","125493","279128","221493","0","4005","2926","4229","223","8915","8822","8162","1886","4832","24442","759","2074","8193",0,"821","0","590","0","0","3326","862"
"145",43538,8,46,4600,4600,4600,"23.3431691084087",28,22,0,2,0,10,1,0,"1","1","0.5","1.5",31,0,31,0,0,31,0,18,18,18,16,"248528","30571","0","425","186012","28450","0","217008","267124","267504","380","2037","269161","85062","69512","109548","84071","4870","88941","380","89321","312283","208909","479534","41658","0","6031","5652","46671","0","4313","6302","14377","7915","2877","15550","0","0","5663",0,"1377","0","1280","1070","0","63","663"
"146",43539,9,83,8330,6184,6184,"36.4083617176187",28,1,0,2,2,5,1,1,"1","1.15","0.15","1.15",32,0,32,0,0,32,1,26,26,26,16,"336762","164824","0","8450","161703","0","0","369258","444972","455060","10088","15502","460474","176764","137030","201727","97558","-7039","90519","10000","100519","664779","393149","265795","800326","0","9749","27988","29185","350","6004","21392","14381","8535","5202","39734","71","0","13099",0,"2093","20","1397","2673","99","9389","169"
"147",43544,7,46,4600,4600,4600,"58.3990504003903",28,22,0,4,4,7,1,0,"1","1","0","1",14,0,14,0,0,14,2,12,12,12,11,"50482","8519","0","0","46442","2700","0","54961","83410","83410","0","2946","86356","7750","3700","31177","23739","-1618","22121","0","22121","145670","56100","85983","115787","0","941","463","7682","0","693","3791","11400","108","2598","4050","133","0","4154",0,"721","0","229","0","0","1281","355"
"148",43545,9,45,4500,4500,4500,"42.6481373060645",28,22,0,2,2,7,1,0,"1","1","0.04","1.04",40,0,40,0,0,40,0,21,21,21,19,"319696","20371","0","0","20908","3769","211171","252450","295483.73","306512.73","11029","7119","302602.73","10242","-19587","19544.73","-23816.27","-2245","-26061.27","11029","-15032.27","521679","154283.01","499672.01","183339","1719","10064","7664","56323","395","8928","16010","46892","15952","24098","29829","404","0","13261",0,"1680","0","928","570","0","2146","205"
"149",43548,9,74,7410,5374,5074,"12.8985740215173",28,22,0,0,3,5,1,0,"1","1","0","1",33,0,33,0,0,50,1,18,18,18,16,"205411","22647","0","0","104872","1600","77181","204700","259867","264447","4580","7556","267423","61017","40739","93696","50011","-2902","47109","4580","51689","403600","107300","253062","264205","2495","4612","6939","14386","0","7241","10560","54746","3717","14887","20278","253","1364","8580",0,"609","139","705","0","0","3157","266"
"150",43549,10,45,4500,4500,4500,"26.2721720975498",28,1,0,2,2,6,1,1,"4","5.37","2.37","6.38",48,0,48,0,0,49,4,27,28,28,26,"814498","6824","0","4362","111322","4400","735191","858169","958191","968019","9828","18460","976651","353689","296880","351843","188954","-14058","174896","9079","183975","1401379","396844","749326","1051531","0","32414","23421","113815","5992","9211","41399","216700","7903","37327","56809","105","0","16184",0,"813","624","2353","35425","2702","14813","2071"
"151",43550,10,45,4500,4500,4500,"26.2721720975498",28,1,0,3,3,6,1,0,"3","3","0.62","3.63",46,0,46,0,0,46,1,26,26,26,21,"839700","82579","0","9520","65861","6385","667473","825433","916893.29","917222.29","329","20540","937433.29","344252","298514","369862.29","177407.29","-13602","163805.29","329","164130","1492389","313091","818361","992825","0","25617","19158","188046","8027","10336","21746","88021","615","41392","45738","0","4569","13001",0,"3608","73","1975","9455","318","15906","134"
"152",43552,9,45,4500,4500,4500,"42.6481373060645",28,22,0,2,2,7,1,1,"1","1.19","0.69","1.69",37,0,37,0,0,37,1,17,17,17,16,"468407","60491","0","11117","44441","0","304130","470268","518875.83","544680.83","25805","7755","526630.83","153322","128368","167198.83","46201.83","-15373","30828.83","24151","54979.43","782512","185320","104264","863568","0","7185","6451","68115","18370","4639","21775","60643","17130","29418","24954","0","1473","16424",0,"811","32","1155","7249","193","14890","677"
"153",43558,7,46,4600,4600,4600,"58.3990504003903",28,22,0,1,2,9,1,0,"1","1","0","1",31,0,31,0,0,31,2,16,17,17,17,"61877","-32","0","0","61843","0","0","61811","104117.02","109993.02","5876","1450","105567.02","10110","-6728","33694.02","13010.02","-293","12717.02","3376","16093.02","268271","95878","295775","68374","0","2317","949","3390","0","1647","4995","4428","1644","2857","16838","0","0","6886",0,"583","887","274","0","0","324","36"
"154",44190,9,15,1510,1500,1516,"39.0672367480664",28,1,0,4,3,5,1,0,"1","1","0","1",8,0,8,0,0,8,11,21,26,26,3,"274104","247789","0","2186","6600","0","0","269430","324879.25","326635.25","1756","2112","326991.25","60685","33198","76543.25","45181.25","-6801","38380.25","1756","40136.25","440965","179685","237380","383270","0","12659","43930","1464","967","0","0","9764","79","1622","27487","0","8239","6132",0,"3612","1815","686","0","0","5253","1548"
"155",44192,10,83,8310,6184,6184,"23.0681679128226",28,1,0,3,2,7,1,0,"2","2","0","2",35,0,35,0,0,35,0,28,28,28,16,"697582","358907","0","6581","42958","0","268361","692302","768217","771842","3625","708","768925","209344","141175","211825","177168","-5134","172034","3625","175659","248501","480451","190173","547170","0","21689","49473","89302","0","3597","35001","83428","2530","11772","68169","88","2200","12986",0,"3552","0","1608","0","0","5097","91"
"156",44193,10,16,1620,1600,1516,"24.18395473816",28,1,0,4,3,11,1,1,"0.8","1.8","1","1.8",0,0,0,0,0,0,0,27,27,27,3,"550866","578585","0","4579","0","0","0","604164","671386","671386","0","0","671386","241665","147793","160469","161210","-736","160474","0","160474","6382","443274","-42913","492569","0","43519","63847","0","0","0","1705","20481","0","0","93872","52","5157","6104",0,"2611","0","908","31423","16691","1746","115"
"157",44197,7,39,3610,3900,3900,"2.96333308531726",28,1,0,3,2,8,2,2,"1","4","3","4",0,0,0,0,0,0,3,3,5,6,0,"192592","189811","0","-132","0","0","0","195275","200173","200208","35","0","200173","124116","118324","11157","-5808","-3271","-9079","35","-9044","183230","88572","172675","102968","0","933","10779","0","0","0","1207","40532","148","9226","5792","0","0","9432",0,"183","2662","460","96235","11993","3335","0"
"158",44199,9,47,4700,4700,4700,"49.1685240145516",28,1,0,4,3,6,1,1,"1","1.5","0.5","1.5",35,0,35,0,0,35,4,17,18,18,15,"197502.49","96633.49","0","0","40652","0","67518","204803.49","245888.87","246324.87","436","3648","249536.87","49310.89","25467.89","47491.89","2373.27","-2523","-149.73","-6583","-6732.73","385746","214573","288415","311904","0","9028","9928","43994","0","4875","10263","20500","1087","15725","23843","0","0","7903",0,"1230","847","1304","13271","938","3885","109"
"159",44200,8,45,4500,4500,4500,"34.7641591637178",28,1,0,1,2,7,1,1,"1","1.56","0.56","1.56",16,0,16,0,0,16,0,11,11,11,6,"138969.46","32363","0","0","37329","1920","67960.46","138266.46","163754.46","170254.46","6500","3160","166914.46","62405.46","48892.46","55802.46","35526.46","-332","35194.46","6500","41694.46","111779","145435","188823","68771","0","3825","7727","7387","8826","839","7002","16230","235","5636","13513","546","0","4853",0,"725","0","437","16017","746","436","59"
"160",44203,8,46,4600,4600,4600,"12.537477132456",28,1,0,0,1,9,1,1,"1","2","1","2",32,0,32,0,0,32,4,20,21,22,14,"312474","43894","0","900","177957","3000","0","271024","314108","316413","2305","2823","316931","110303","93700","103774","52432","-392","52040","2305","54345","265556","389663","531164","124561","0","3025","7604","45305","1971","3138","14158","3300","1580","8038","16603","0","0","7613",0,"907","50","3512","26225","1854","678","0"
"161",44204,7,83,8340,6184,6184,"19.003401123543",28,1,0,0,2,8,2,0,"0.25","0.25","0","0.25",10,0,10,0,0,10,2,9,10,10,7,"60277","18442","0","1035","30796","6900","0","50273","66962","67163","201","2810","69772","-135","-6217","9274","-2957","-224","-3181","201","-2980","93187","63973","129231","28121","0","1442","4505","8431","0","2675","3863","3970","1806","3356","6082","0","0","3764",0,"593","32","224","0","0","289","13"
"162",44207,8,61,6160,6184,6184,"32.3844335216813",28,1,0,4,3,8,1,1,"1","1.9","0.9","1.9",15,0,15,1,0,15,0,21,21,21,15,"179299","104714","0","5696","26174","4150","0","185201","268948","269122","174","4925","273873","64951","41608","92888","52496","-2520.95","49975.05","174","50149.05","217880","151648","164605","204923","0","13805","711","1082","864","1247","11120","3896","2822","16025","23343","0","0","7495",0,"649","0","527","23777","7265","2538","47.95"
"163",44208,10,16,1610,1600,1516,"24.18395473816",28,1,0,2,2,7,1,0,"2.8","2.8","0.16","2.96",6,0,6,0,0,6,0,21,21,21,3,"502416","610817","0","844","13784","17580","0","625445","660166","665734","5568","0","660166","355202.5","316314.5","341214.5","224086.5","-1378","222708.5","5568","228276.5","453603","712345","1008513","167434","0","54683","46671","5349","0","587","18080","50359","1035","14326","38888","268","0","10953",0,"3539","0","890","754","71","1657","0"
